Date,Name,Year,Letterboxd URI,Rating
2015-03-03,The Raid,2011,https://boxd.it/3hBy,3.5
2015-03-03,Kung Fu Panda 2,2011,https://boxd.it/G36,3
2015-03-03,The Girl with the Dragon Tattoo,2011,https://boxd.it/2Pa,3
2015-03-03,Tinker Tailor Soldier Spy,2011,https://boxd.it/FRY,3
2015-03-03,War Horse,2011,https://boxd.it/nf8,3
2015-03-03,Hanna,2011,https://boxd.it/DBE,3
2015-03-03,Paul,2011,https://boxd.it/13uE,3
2015-03-03,Cowboys & Aliens,2011,https://boxd.it/F2G,3
2015-03-03,Goon,2011,https://boxd.it/2B6o,3
2015-03-03,Take Me Home Tonight,2011,https://boxd.it/CYM,3
2015-03-03,No Strings Attached,2011,https://boxd.it/YUs,3
2015-03-03,Immortals,2011,https://boxd.it/176m,3
2015-03-03,Sherlock Holmes: A Game of Shadows,2011,https://boxd.it/k3S,3
2015-03-03,Sucker Punch,2011,https://boxd.it/1yYg,3
2015-03-03,The Adventures of Tintin,2011,https://boxd.it/1Irc,2.5
2015-03-03,Colombiana,2011,https://boxd.it/alW,2.5
2015-03-03,Water for Elephants,2011,https://boxd.it/r02,2
2015-03-03,Margin Call,2011,https://boxd.it/CJ8,1.5
2015-03-03,Bad Teacher,2011,https://boxd.it/yXA,1.5
2015-03-03,Transformers: Dark of the Moon,2011,https://boxd.it/16aC,1
2015-03-03,The Adjustment Bureau,2011,https://boxd.it/16T8,1
2015-03-03,Battle: Los Angeles,2011,https://boxd.it/QIS,0.5
2015-03-03,Pirates of the Caribbean: On Stranger Tides,2011,https://boxd.it/27Z4,0.5
2015-03-03,Just Go with It,2011,https://boxd.it/Doq,0.5
2015-03-03,Scream 4,2011,https://boxd.it/Zmc,3
2015-03-03,Batman: Year One,2011,https://boxd.it/2vf0,3
2015-03-03,Arthur,2011,https://boxd.it/H58,1.5
2015-03-03,"Monsters, Inc.",2001,https://boxd.it/2a46,4.5
2015-03-03,Gosford Park,2001,https://boxd.it/239e,4.5
2015-03-03,Donnie Darko,2001,https://boxd.it/2b2A,4.5
2015-03-03,Moulin Rouge!,2001,https://boxd.it/29wI,4.5
2015-03-03,A Beautiful Mind,2001,https://boxd.it/2amk,4.5
2015-03-03,Shrek,2001,https://boxd.it/29zi,4.5
2015-03-03,A.I. Artificial Intelligence,2001,https://boxd.it/29Ve,4
2015-03-03,Training Day,2001,https://boxd.it/27A4,4
2015-03-03,Harry Potter and the Philosopher's Stone,2001,https://boxd.it/29QS,4
2015-03-03,Zoolander,2001,https://boxd.it/1YMA,4
2015-03-03,Joy Ride,2001,https://boxd.it/1Vca,4
2015-03-03,The Royal Tenenbaums,2001,https://boxd.it/1YHU,3.5
2015-03-03,Rat Race,2001,https://boxd.it/1XAo,3.5
2015-03-03,A Knight's Tale,2001,https://boxd.it/1YAk,3.5
2015-03-03,Ghost World,2001,https://boxd.it/28Dy,3.5
2015-03-03,Band of Brothers,2001,https://boxd.it/aRNY,4.5
2015-03-03,Evolution,2001,https://boxd.it/1YMK,3.5
2015-03-03,Legally Blonde,2001,https://boxd.it/1ZNa,3.5
2015-03-03,Shaolin Soccer,2001,https://boxd.it/1T86,3.5
2015-03-03,Heist,2001,https://boxd.it/1UFA,3
2015-03-03,Lara Croft: Tomb Raider,2001,https://boxd.it/27G2,3
2015-03-03,Bridget Jones's Diary,2001,https://boxd.it/29WQ,3
2015-03-03,Dogtown and Z-Boys,2001,https://boxd.it/28Wq,3.5
2015-03-03,Jay and Silent Bob Strike Back,2001,https://boxd.it/26ZM,3
2015-03-03,The Fast and the Furious,2001,https://boxd.it/1XMu,3
2015-03-03,Kevin James: Sweat the Small Stuff,2001,https://boxd.it/19o8,3.5
2015-03-03,Rush Hour 2,2001,https://boxd.it/23ga,2.5
2015-03-03,Super Troopers,2001,https://boxd.it/12Rs,2.5
2015-03-03,Pearl Harbor,2001,https://boxd.it/29Q4,2
2015-03-03,The Pledge,2001,https://boxd.it/22hc,2
2015-03-03,The Mummy Returns,2001,https://boxd.it/28cs,2
2015-03-03,Hardball,2001,https://boxd.it/1COO,2
2015-03-03,Not Another Teen Movie,2001,https://boxd.it/1TWq,2
2015-03-03,Swordfish,2001,https://boxd.it/1Y0m,1.5
2015-03-03,Saving Silverman,2001,https://boxd.it/1Vae,1.5
2015-03-03,The Wedding Planner,2001,https://boxd.it/27Cu,1.5
2015-03-03,Shallow Hal,2001,https://boxd.it/1XBm,1
2015-03-03,The Curse of the Jade Scorpion,2001,https://boxd.it/26jm,1
2015-03-03,Made,2001,https://boxd.it/1LBu,1
2015-03-03,Joe Dirt,2001,https://boxd.it/1UZ6,1
2015-03-03,Monkeybone,2001,https://boxd.it/1yVm,0.5
2015-03-03,Crocodile Dundee in Los Angeles,2001,https://boxd.it/1Z3m,0.5
2015-03-03,Black Knight,2001,https://boxd.it/1TMg,0.5
2015-03-03,Down to Earth,2001,https://boxd.it/1KoO,0.5
2015-03-03,Corky Romano,2001,https://boxd.it/1Ibe,0.5
2015-03-03,Glitter,2001,https://boxd.it/1VC8,0.5
2015-03-03,What's the Worst That Could Happen?,2001,https://boxd.it/1OTm,0.5
2015-03-04,Schindler's List,1993,https://boxd.it/2aq2,5
2015-03-04,Catch Me If You Can,2002,https://boxd.it/29VS,5
2015-03-04,Saving Private Ryan,1998,https://boxd.it/29ro,4.5
2015-03-04,E.T. the Extra-Terrestrial,1982,https://boxd.it/2a1G,4.5
2015-03-04,Indiana Jones and the Temple of Doom,1984,https://boxd.it/2bb8,4.5
2015-03-04,Hook,1991,https://boxd.it/29nQ,4
2015-03-04,The Lost World: Jurassic Park,1997,https://boxd.it/2azS,3.5
2015-03-04,The Terminal,2004,https://boxd.it/2a2O,3.5
2015-03-04,Amistad,1997,https://boxd.it/1SZ4,3.5
2015-03-04,Lincoln,2012,https://boxd.it/2n2s,3
2015-03-04,Munich,2005,https://boxd.it/2a0e,3
2015-03-04,Indiana Jones and the Kingdom of the Crystal Skull,2008,https://boxd.it/2aR8,2.5
2015-03-04,1941,1979,https://boxd.it/1TF0,1.5
2015-03-04,The Lord of the Rings: The Return of the King,2003,https://boxd.it/2b5u,5
2015-03-04,Apt Pupil,1998,https://boxd.it/1YFa,4.5
2015-03-04,Bent,1997,https://boxd.it/1EQC,4.5
2015-03-04,Richard III,1995,https://boxd.it/1jGw,3
2015-03-04,The Da Vinci Code,2006,https://boxd.it/2a3i,3
2015-03-04,The Hobbit: The Desolation of Smaug,2013,https://boxd.it/nmS,3
2015-03-04,Last Action Hero,1993,https://boxd.it/1YhW,3
2015-03-04,Ace Ventura: Pet Detective,1994,https://boxd.it/25RW,5
2015-03-04,The Mask,1994,https://boxd.it/29rS,4.5
2015-03-04,Liar Liar,1997,https://boxd.it/28sg,5
2015-03-04,The Truman Show,1998,https://boxd.it/18U8,4.5
2015-03-04,Lemony Snicket's A Series of Unfortunate Events,2004,https://boxd.it/1T7s,4.5
2015-03-04,Dumb and Dumber,1994,https://boxd.it/206m,4.5
2015-03-04,Bruce Almighty,2003,https://boxd.it/2aCC,4.5
2015-03-04,Batman Forever,1995,https://boxd.it/2ara,4
2015-03-04,How the Grinch Stole Christmas,2000,https://boxd.it/1ZHQ,4
2015-03-04,Man on the Moon,1999,https://boxd.it/281k,3
2015-03-04,The Majestic,2001,https://boxd.it/1UFU,2.5
2015-03-04,Yes Man,2008,https://boxd.it/1WPW,2
2015-03-04,Horton Hears a Who!,2008,https://boxd.it/1SfA,1
2015-03-04,Fun with Dick and Jane,2005,https://boxd.it/20PG,1
2015-03-04,"Me, Myself & Irene",2000,https://boxd.it/27nY,1
2015-03-04,Ace Ventura: When Nature Calls,1995,https://boxd.it/1Z66,1
2015-03-04,Simon Birch,1998,https://boxd.it/1A3G,1.5
2015-03-04,Gladiator,2000,https://boxd.it/2b9m,4.5
2015-03-04,Matchstick Men,2003,https://boxd.it/215a,4.5
2015-03-04,Prometheus,2012,https://boxd.it/2s9e,4
2015-03-04,Kingdom of Heaven,2005,https://boxd.it/28Gs,3
2015-03-04,Superman,1978,https://boxd.it/27Qm,4.5
2015-03-04,Batman,1989,https://boxd.it/2aIU,4.5
2015-03-04,Superman II,1980,https://boxd.it/204q,4.5
2015-03-04,Watchmen,2009,https://boxd.it/1QE4,4.5
2015-03-04,Superman Returns,2006,https://boxd.it/28J2,4.5
2015-03-04,Batman Returns,1992,https://boxd.it/2awa,3.5
2015-03-04,Green Lantern,2011,https://boxd.it/QN4,3
2015-03-04,Superman IV: The Quest for Peace,1987,https://boxd.it/1TUk,0.5
2015-03-04,Batman & Robin,1997,https://boxd.it/2ar0,0.5
2015-03-04,Superman III,1983,https://boxd.it/1YrM,0.5
2015-03-04,Cloverfield,2008,https://boxd.it/2192,5
2015-03-04,Paranormal Activity,2007,https://boxd.it/1yIM,4.5
2015-03-04,The Blair Witch Project,1999,https://boxd.it/26ua,4.5
2015-03-04,Paranormal Activity 2,2010,https://boxd.it/ZnO,4
2015-03-04,Chronicle,2012,https://boxd.it/2Emk,4
2015-03-04,Quarantine,2008,https://boxd.it/1Pmo,4
2015-03-04,Frost/Nixon,2008,https://boxd.it/1TI4,5
2015-03-04,Doubt,2008,https://boxd.it/1OfQ,5
2015-03-04,The Fall,2006,https://boxd.it/1NoM,5
2015-03-04,Burn After Reading,2008,https://boxd.it/23BW,4.5
2015-03-04,Vicky Cristina Barcelona,2008,https://boxd.it/23rW,4.5
2015-03-04,Slumdog Millionaire,2008,https://boxd.it/1S3E,4.5
2015-03-04,The Wrestler,2008,https://boxd.it/1So8,4.5
2015-03-04,Kung Fu Panda,2008,https://boxd.it/1Yws,4
2015-03-04,Nick and Norah's Infinite Playlist,2008,https://boxd.it/1Slo,4
2015-03-04,The Incredible Hulk,2008,https://boxd.it/28dU,4
2015-03-04,Changeling,2008,https://boxd.it/25aS,4
2015-03-04,Charlie Bartlett,2007,https://boxd.it/1ZY8,4
2015-03-04,The Reader,2008,https://boxd.it/20Dq,4
2015-03-04,Hellboy II: The Golden Army,2008,https://boxd.it/1Ug6,4
2015-03-04,The Curious Case of Benjamin Button,2008,https://boxd.it/23Fk,4
2015-03-04,Milk,2008,https://boxd.it/1WZC,4
2015-03-04,Gran Torino,2008,https://boxd.it/1Qzy,3.5
2015-03-04,Wanted,2008,https://boxd.it/1ZBS,3
2015-03-04,The X Files: I Want to Believe,2008,https://boxd.it/1ZN0,3
2015-03-04,Fool's Gold,2008,https://boxd.it/1ZXE,3.5
2015-03-04,Pineapple Express,2008,https://boxd.it/1WRS,3.5
2015-03-04,In Bruges,2008,https://boxd.it/20n8,5
2015-03-04,Let the Right One In,2008,https://boxd.it/1Qr0,5
2015-03-04,Dr. Horrible's Sing-Along Blog,2008,https://boxd.it/2wqy,4.5
2015-03-04,JCVD,2008,https://boxd.it/1PF6,4
2015-03-04,Mike Birbiglia: What I Should Have Said Was Nothing,2008,https://boxd.it/qXi,5
2015-03-04,The Hurt Locker,2008,https://boxd.it/1Soi,4
2015-03-04,Justice League: The New Frontier,2008,https://boxd.it/1OVM,4
2015-03-04,Man on Wire,2008,https://boxd.it/1ORK,4
2015-03-04,Leatherheads,2008,https://boxd.it/23C6,3.5
2015-03-04,Louis C.K.: Chewed Up,2008,https://boxd.it/1kaG,3.5
2015-03-04,Redbelt,2008,https://boxd.it/1S48,3.5
2015-03-04,South Park: Imaginationland,2008,https://boxd.it/1KZU,3.5
2015-03-04,Step Brothers,2008,https://boxd.it/1SsE,3.5
2015-03-04,Role Models,2008,https://boxd.it/1MmK,3.5
2015-03-04,Rachel Getting Married,2008,https://boxd.it/1N30,3
2015-03-04,Frozen River,2008,https://boxd.it/1WSQ,3
2015-03-04,Zack and Miri Make a Porno,2008,https://boxd.it/1WsI,3
2015-03-04,Bolt,2008,https://boxd.it/1QXg,3
2015-03-04,Speed Racer,2008,https://boxd.it/20UQ,3
2015-03-04,BURN·E,2008,https://boxd.it/1QdM,3
2015-03-04,Baby Mama,2008,https://boxd.it/1ZQe,3
2015-03-04,Mamma Mia!,2008,https://boxd.it/1Tnq,2.5
2015-03-04,The Chronicles of Narnia: Prince Caspian,2008,https://boxd.it/26Hy,2.5
2015-03-04,The Bank Job,2008,https://boxd.it/1ZL4,2.5
2015-03-04,Get Smart,2008,https://boxd.it/1Tig,2.5
2015-03-04,Hancock,2008,https://boxd.it/1Zv6,2.5
2015-03-04,A Matter of Loaf and Death,2008,https://boxd.it/1O4S,2.5
2015-03-04,Brian Regan: The Epitome of Hyperbole,2008,https://boxd.it/1ENo,2.5
2015-03-04,Harold & Kumar Escape from Guantanamo Bay,2008,https://boxd.it/1QoU,2
2015-03-04,24: Redemption,2008,https://boxd.it/OKMO,2
2015-03-04,The Happening,2008,https://boxd.it/200o,1
2015-03-04,Quantum of Solace,2008,https://boxd.it/1Vs8,1.5
2015-03-04,Smart People,2008,https://boxd.it/1R5E,1
2015-03-04,Ricky Gervais: Out of England,2008,https://boxd.it/1Q5y,1
2015-03-04,Semi-Pro,2008,https://boxd.it/1Qw0,1
2015-03-04,Ghost Town,2008,https://boxd.it/1Rd4,1
2015-03-04,The Rocker,2008,https://boxd.it/1WSm,1
2015-03-04,Jumper,2008,https://boxd.it/20ss,1
2015-03-04,"War, Inc.",2008,https://boxd.it/2wrw,0.5
2015-03-04,Dance of the Dead,2008,https://boxd.it/1QQO,0.5
2015-03-04,Twilight,2008,https://boxd.it/1Zui,0.5
2015-03-04,How to Lose Friends & Alienate People,2008,https://boxd.it/1QR8,0.5
2015-03-04,The Mummy: Tomb of the Dragon Emperor,2008,https://boxd.it/28ci,0.5
2015-03-04,Hot Fuzz,2007,https://boxd.it/2416,5
2015-03-04,Boogie Nights,1997,https://boxd.it/23um,4.5
2015-03-04,The Master,2012,https://boxd.it/2cBG,4.5
2015-03-04,Hard Eight,1996,https://boxd.it/20DU,4
2015-03-04,Lifeboat,1944,https://boxd.it/1Qpo,2.5
2015-03-08,The Iron Giant,1999,https://boxd.it/1Wow,4.5
2015-03-08,28 Days Later,2002,https://boxd.it/2aXU,4.5
2015-03-08,Planet of the Apes,1968,https://boxd.it/29p8,4
2015-03-08,Dawn of the Dead,1978,https://boxd.it/29gU,4
2015-03-08,The Road,2009,https://boxd.it/1CWI,4
2015-03-08,28 Weeks Later,2007,https://boxd.it/28Bi,3.5
2015-03-08,I Am Legend,2007,https://boxd.it/21DG,3.5
2015-03-08,Resident Evil: Apocalypse,2004,https://boxd.it/28yS,3.5
2015-03-08,Dredd,2012,https://boxd.it/GZE,3.5
2015-03-08,Equilibrium,2002,https://boxd.it/211s,3.5
2015-03-08,The Hunger Games,2012,https://boxd.it/2uds,3.5
2015-03-08,Cloud Atlas,2012,https://boxd.it/2W60,3
2015-03-08,Reign of Fire,2002,https://boxd.it/21QA,3
2015-03-08,Resident Evil: Extinction,2007,https://boxd.it/20Oy,3
2015-03-08,Resident Evil,2002,https://boxd.it/28z2,3
2015-03-08,Waterworld,1995,https://boxd.it/1XLG,2.5
2015-03-08,The Animatrix,2003,https://boxd.it/qH0,2
2015-03-08,Six-String Samurai,1998,https://boxd.it/1x5a,2
2015-03-08,Terminator Salvation,2009,https://boxd.it/2abQ,1
2015-03-08,The Time Machine,2002,https://boxd.it/27mG,0.5
2015-03-08,Baghead,2008,https://boxd.it/22C0,4
2015-03-08,Eraserhead,1977,https://boxd.it/299u,4
2015-03-09,Focus,2015,https://boxd.it/7zl2,3.5
2015-03-11,The Lovers on the Bridge,1991,https://boxd.it/26li,4
2015-03-16,Dogville,2003,https://boxd.it/2a8W,4.5
2015-03-19,Listen Up Philip,2014,https://boxd.it/7niK,3
2015-03-19,It Follows,2014,https://boxd.it/87wo,4.5
2015-03-23,"McFarland, USA",2015,https://boxd.it/6JCq,2.5
2015-03-26,Jodorowsky's Dune,2013,https://boxd.it/5MP6,3.5
2015-03-29,Locke,2013,https://boxd.it/6hHC,3
2015-03-31,Life of Crime,2013,https://boxd.it/6fKk,3
2015-03-31,Enemy,2013,https://boxd.it/5xtO,4
2015-04-09,Bob Roberts,1992,https://boxd.it/1VQ0,2
2015-04-22,Foxcatcher,2014,https://boxd.it/35Di,4
2015-04-22,2 Fast 2 Furious,2003,https://boxd.it/2a4g,2
2015-04-22,They Came Together,2014,https://boxd.it/5uyQ,3.5
2015-04-22,Better Luck Tomorrow,2002,https://boxd.it/1On6,3
2015-04-30,The Fast and the Furious: Tokyo Drift,2006,https://boxd.it/1Yeo,3.5
2015-05-01,Big Hero 6,2014,https://boxd.it/5rje,4
2015-05-07,Ex Machina,2015,https://boxd.it/7T2k,4
2015-05-09,Happy Christmas,2014,https://boxd.it/7bjm,3.5
2015-05-13,Mean Streets,1973,https://boxd.it/2aSU,3
2015-05-13,Fast & Furious,2009,https://boxd.it/1Pnm,3.5
2015-05-18,Mad Max,1979,https://boxd.it/1Y7i,2.5
2015-05-18,Mad Max 2,1981,https://boxd.it/1ZPg,3.5
2015-05-18,Los Bandoleros,2009,https://boxd.it/7sbY,0.5
2015-05-23,Pitch Perfect 2,2015,https://boxd.it/7tNa,3.5
2015-05-23,Grizzly Man,2005,https://boxd.it/2ag2,3.5
2015-05-25,Wicker Park,2004,https://boxd.it/1UmS,3
2015-05-25,Magic in the Moonlight,2014,https://boxd.it/6Lko,3
2015-05-31,Tiny Furniture,2010,https://boxd.it/Kjs,1.5
2015-06-07,Crank,2006,https://boxd.it/27MY,3
2015-06-07,Misery,1990,https://boxd.it/28gY,3.5
2015-06-23,Inside Out,2015,https://boxd.it/4KHC,4.5
2015-06-23,Space Station 76,2014,https://boxd.it/7qOa,3
2015-06-26,Ocean's Twelve,2004,https://boxd.it/2aZ2,4
2015-06-28,Jen Kirkman: I'm Gonna Die Alone (And I Feel Fine),2015,https://boxd.it/blHw,3
2015-06-28,Aziz Ansari: Live at Madison Square Garden,2015,https://boxd.it/aEMS,4
2015-07-01,Furious 7,2015,https://boxd.it/5cVs,4
2015-07-20,Now and Then,1995,https://boxd.it/1Z7I,2
2015-07-20,Time Lapse,2014,https://boxd.it/8hCQ,3.5
2015-07-20,Trainwreck,2015,https://boxd.it/8bdA,4
2015-07-20,Spy,2015,https://boxd.it/71Ks,3.5
2015-07-26,Ant-Man,2015,https://boxd.it/3vmW,4
2015-07-30,"Aguirre, the Wrath of God",1972,https://boxd.it/27Fe,2
2015-08-03,About Time,2013,https://boxd.it/43bI,4
2015-08-05,Cedar Rapids,2011,https://boxd.it/zU8,3.5
2015-08-08,Meek's Cutoff,2010,https://boxd.it/nsG,3
2015-08-08,Looper,2012,https://boxd.it/ham,4.5
2015-08-15,Unfriended,2014,https://boxd.it/8sXg,3.5
2015-08-15,Cube,1997,https://boxd.it/2aoU,4.5
2015-08-18,Demetri Martin: Live (At The Time),2015,https://boxd.it/bWNG,4
2015-08-26,Air Force One,1997,https://boxd.it/1XQw,2.5
2015-08-26,Another Earth,2011,https://boxd.it/rRA,4.5
2015-08-28,The Gift,2015,https://boxd.it/aJMy,3.5
2015-08-28,Draft Day,2014,https://boxd.it/61XO,3.5
2015-08-31,Holiday,1938,https://boxd.it/1Ks2,3
2015-08-31,Project Almanac,2015,https://boxd.it/6IP4,3
2015-08-31,We're the Millers,2013,https://boxd.it/4srQ,3
2015-09-10,The Chronicles of Riddick,2004,https://boxd.it/26iy,2
2015-09-10,The Shop Around the Corner,1940,https://boxd.it/1DFy,3
2015-09-30,St. Vincent,2014,https://boxd.it/73bE,3
2015-09-30,The Others,2001,https://boxd.it/27Po,3
2015-09-30,The Visit,2015,https://boxd.it/9ssO,3.5
2015-10-04,The Martian,2015,https://boxd.it/8SeG,4.5
2015-10-22,Bridge of Spies,2015,https://boxd.it/9n9C,4
2015-10-25,Tomorrowland,2015,https://boxd.it/4YaC,3.5
2015-10-26,Seeking a Friend for the End of the World,2012,https://boxd.it/376g,2.5
2015-10-31,Circle,2015,https://boxd.it/b5So,3.5
2015-11-06,The Leisure Class,2015,https://boxd.it/cAW4,1.5
2015-11-18,While We're Young,2014,https://boxd.it/7oOs,3.5
2015-11-21,The Man from U.N.C.L.E.,2015,https://boxd.it/67lG,3.5
2015-11-23,Deep Impact,1998,https://boxd.it/1ZYM,2
2015-11-28,Spectre,2015,https://boxd.it/6bXY,3.5
2015-11-28,A Late Quartet,2012,https://boxd.it/41Hs,3
2015-12-07,A Very Murray Christmas,2015,https://boxd.it/cBeM,4
2015-12-07,Bone Tomahawk,2015,https://boxd.it/9kiw,4
2015-12-08,Sky Captain and the World of Tomorrow,2004,https://boxd.it/23jS,2.5
2015-12-08,San Andreas,2015,https://boxd.it/7sUa,4
2015-12-08,Rocky II,1979,https://boxd.it/28Ua,3.5
2015-12-13,Creed,2015,https://boxd.it/a2qk,4
2015-12-14,Spotlight,2015,https://boxd.it/a84k,4.5
2015-12-17,Non-Stop,2014,https://boxd.it/6FtO,3
2015-12-17,Me and Earl and the Dying Girl,2015,https://boxd.it/9SAE,4
2015-12-20,Star Wars: The Force Awakens,2015,https://boxd.it/4vru,5
2015-12-22,Victoria,2015,https://boxd.it/amSe,4
2015-12-24,Sin City: A Dame to Kill For,2014,https://boxd.it/2aV0,2
2016-01-02,Crimson Peak,2015,https://boxd.it/62Ty,3.5
2016-01-03,Room,2015,https://boxd.it/7T0y,4
2016-01-03,The Lobster,2015,https://boxd.it/7tnw,4.5
2016-01-09,Sicario,2015,https://boxd.it/8i7u,3.5
2016-01-11,The Duke of Burgundy,2014,https://boxd.it/7kwu,3.5
2016-01-12,Shattered Glass,2003,https://boxd.it/1PXa,4
2016-01-12,The Hateful Eight,2015,https://boxd.it/8gw8,4.5
2016-01-16,The Big Short,2015,https://boxd.it/ajZw,4
2016-01-16,Amy,2015,https://boxd.it/aSNU,4
2016-01-16,Tangerine,2015,https://boxd.it/9QRe,3.5
2016-01-17,The End of the Tour,2015,https://boxd.it/7jIE,3.5
2016-01-17,Brooklyn,2015,https://boxd.it/5bdk,3.5
2016-01-18,Phoenix,2014,https://boxd.it/7u46,4.5
2016-01-19,The Assassin,2015,https://boxd.it/7rdE,3
2016-01-22,The Revenant,2015,https://boxd.it/8H5e,4
2016-01-23,World of Tomorrow,2015,https://boxd.it/9Gr6,3.5
2016-01-25,Anomalisa,2015,https://boxd.it/97TE,4.5
2016-02-08,Mr. Holmes,2015,https://boxd.it/8EBw,3
2016-02-08,Mistress America,2015,https://boxd.it/9UfS,3.5
2016-02-08,Love & Mercy,2014,https://boxd.it/8bd6,3
2016-02-08,Breathless,1960,https://boxd.it/2aIK,5
2016-02-08,La Dolce Vita,1960,https://boxd.it/2anC,4.5
2016-02-08,Peter Pan,1953,https://boxd.it/1VCC,4.5
2016-02-08,Spartacus,1960,https://boxd.it/29bq,4
2016-02-08,Saturday Night and Sunday Morning,1960,https://boxd.it/18Ks,3.5
2016-02-08,Pollyanna,1960,https://boxd.it/1jR0,3
2016-02-15,Deadpool,2016,https://boxd.it/9fOC,4
2016-02-15,"Hail, Caesar!",2016,https://boxd.it/881G,4
2016-02-27,The Witch,2015,https://boxd.it/9X0m,4.5
2016-02-27,Predestination,2014,https://boxd.it/6bJM,3
2016-02-27,"Kumiko, the Treasure Hunter",2014,https://boxd.it/7bqC,4
2016-03-02,Barry Lyndon,1975,https://boxd.it/25A2,3
2016-03-06,Carol,2015,https://boxd.it/7DPK,4
2016-03-06,Up in the Air,2009,https://boxd.it/1zPY,4.5
2016-03-14,Zootopia,2016,https://boxd.it/84xS,3.5
2016-03-15,Taxi Driver,1976,https://boxd.it/2b8y,4.5
2016-03-15,Ran,1985,https://boxd.it/1Tlu,4.5
2016-03-26,Batman v Superman: Dawn of Justice,2016,https://boxd.it/6fBW,2
2016-03-30,PlayTime,1967,https://boxd.it/1WLK,3
2016-04-04,Grindhouse,2007,https://boxd.it/8RwY,3
2016-04-04,Death Proof,2007,https://boxd.it/27GG,3.5
2016-04-04,Planet Terror,2007,https://boxd.it/27Gw,2.5
2016-04-12,The Hunger Games: Mockingjay – Part 2,2015,https://boxd.it/4hk0,2.5
2016-04-15,Entourage,2015,https://boxd.it/5Hki,2
2016-04-16,Midnight Special,2016,https://boxd.it/7dmi,3
2016-04-22,Forgetting Sarah Marshall,2008,https://boxd.it/1XEq,4
2016-04-24,Touchy Feely,2013,https://boxd.it/4QMe,2.5
2016-05-01,Backcountry,2014,https://boxd.it/6KQI,3
2016-05-08,Captain America: Civil War,2016,https://boxd.it/89Ja,5
2016-05-09,Captain America: The Winter Soldier,2014,https://boxd.it/3r58,5
2016-05-13,Midnight Cowboy,1969,https://boxd.it/25Hi,3.5
2016-05-22,The Nice Guys,2016,https://boxd.it/94Hg,4.5
2016-05-22,Snow White and the Seven Dwarfs,1937,https://boxd.it/2arO,4
2016-05-23,The Jungle Book,2016,https://boxd.it/8wjk,3.5
2016-05-29,Rocky III,1982,https://boxd.it/28Tw,2.5
2016-06-02,Persona,1966,https://boxd.it/29B4,4
2016-06-05,Possession,1981,https://boxd.it/1BPm,4.5
2016-06-12,High-Rise,2015,https://boxd.it/7tmo,2.5
2016-06-13,Riddick,2013,https://boxd.it/35Jq,3.5
2016-06-18,Popstar: Never Stop Never Stopping,2016,https://boxd.it/blDa,3.5
2016-06-20,Finding Dory,2016,https://boxd.it/4aAA,4
2016-06-20,Piper,2016,https://boxd.it/dZaG,4.5
2016-06-25,You Can Count on Me,2000,https://boxd.it/1Omi,3.5
2016-07-05,Independence Day: Resurgence,2016,https://boxd.it/JwK,2
2016-07-10,Swiss Army Man,2016,https://boxd.it/bDG2,4
2016-07-23,Green Room,2015,https://boxd.it/a75m,3.5
2016-07-25,Star Trek Beyond,2016,https://boxd.it/5Ik4,4
2016-07-31,Don't Think Twice,2016,https://boxd.it/c3W6,4
2016-08-02,Fanny and Alexander,1982,https://boxd.it/22go,2
2016-08-21,The Magnificent Seven,1960,https://boxd.it/29bA,3.5
2016-08-25,Repulsion,1965,https://boxd.it/1TKu,3.5
2016-09-03,The Hollow Crown: Henry IV - Part 1,2012,https://boxd.it/3XXG,4
2016-09-03,The Hollow Crown: Richard II,2012,https://boxd.it/3XXQ,3.5
2016-09-03,The Thin Red Line,1998,https://boxd.it/1ZTM,4
2016-09-05,Don't Breathe,2016,https://boxd.it/9yzw,4
2016-09-05,Shotgun Stories,2007,https://boxd.it/1SbS,3.5
2016-09-06,The Odd Couple,1968,https://boxd.it/1U32,3.5
2016-09-08,"South Park: Bigger, Longer & Uncut",1999,https://boxd.it/1YAO,3.5
2016-09-10,Song of the Sea,2014,https://boxd.it/3Ic6,4
2016-09-12,Ocean's Thirteen,2007,https://boxd.it/2aEy,4
2016-09-12,A Most Violent Year,2014,https://boxd.it/75Va,3.5
2016-09-18,X-Men: Apocalypse,2016,https://boxd.it/7eJi,3
2016-09-18,Sing Street,2016,https://boxd.it/cOo6,4
2016-09-27,Straight Outta Compton,2015,https://boxd.it/8rMc,3.5
2016-10-09,[REC],2007,https://boxd.it/20ma,3.5
2016-10-12,Logan's Run,1976,https://boxd.it/1Vma,2.5
2016-10-12,Weird Science,1985,https://boxd.it/1T1O,3.5
2016-10-15,Jurassic World,2015,https://boxd.it/4n0g,3
2016-10-15,The Transporter,2002,https://boxd.it/24Nu,3.5
2016-10-15,The Core,2003,https://boxd.it/1YVs,0.5
2016-10-16,Event Horizon,1997,https://boxd.it/20d8,3
2016-10-16,Footloose,1984,https://boxd.it/288A,3.5
2016-10-22,The Accountant,2016,https://boxd.it/9EhI,3.5
2016-10-30,The Voices,2014,https://boxd.it/7b3S,3.5
2016-10-30,Jack Reacher,2012,https://boxd.it/2BUo,3.5
2016-11-01,Hocus Pocus,1993,https://boxd.it/1Wgi,2
2016-11-05,Mud,2012,https://boxd.it/3wPA,3
2016-11-06,Doctor Strange,2016,https://boxd.it/8MH8,4
